PositionBefore,PositionGapToLeader,IsLeader,IsTopThree,IsMidfield,IsBackmarker,TyreLife,Compound_Numeric,FreshTyre,RaceProgress,EarlyRace,MidRace,LateRace,LapsToEnd,OvertakingDifficulty_Numeric,PitLossSeconds,EstimatedStintLength,InTypicalPitWindow,Year
12.0,11.0,0,0,1,0,24.0,3.0,True,0.5,0,1,0,29.0,2,20.0,24.0,1,2024
15.0,14.0,0,0,1,0,1.0,3.0,True,0.5172413793103449,0,1,0,28.0,2,20.0,1.0,1,2024
8.0,7.0,0,0,1,0,9.0,2.0,True,0.15517241379310345,1,0,0,49.0,2,20.0,9.0,0,2024
13.0,12.0,0,0,1,0,1.0,3.0,True,0.1724137931034483,1,0,0,48.0,2,20.0,1.0,0,2024
14.0,13.0,0,0,1,0,26.0,3.0,True,0.7241379310344828,0,0,1,16.0,2,20.0,26.0,1,2024
16.0,15.0,0,0,0,1,8.0,3.0,False,0.7413793103448276,0,0,1,15.0,2,20.0,8.0,1,2024
3.0,2.0,0,1,0,0,2.0,3.0,False,0.25862068965517243,1,0,0,43.0,2,20.0,2.0,1,2024
2.0,1.0,0,1,0,0,27.0,3.0,False,0.6896551724137931,0,0,1,18.0,2,20.0,27.0,1,2024
2.0,1.0,0,1,0,0,2.0,3.0,False,0.7068965517241379,0,0,1,17.0,2,20.0,2.0,1,2024
9.0,8.0,0,0,1,0,7.0,1.0,True,0.1206896551724138,1,0,0,51.0,2,20.0,7.0,0,2024
14.0,13.0,0,0,1,0,1.0,3.0,True,0.13793103448275862,1,0,0,50.0,2,20.0,1.0,0,2024
1.0,0.0,1,1,0,0,16.0,2.0,True,0.27586206896551724,1,0,0,42.0,2,20.0,16.0,1,2024
1.0,0.0,1,1,0,0,25.0,3.0,True,0.7068965517241379,0,0,1,17.0,2,20.0,25.0,1,2024
1.0,0.0,1,1,0,0,1.0,3.0,True,0.7241379310344828,0,0,1,16.0,2,20.0,1.0,1,2024
5.0,4.0,0,0,0,0,8.0,2.0,True,0.13793103448275862,1,0,0,50.0,2,20.0,8.0,0,2024
11.0,10.0,0,0,1,0,1.0,3.0,True,0.15517241379310345,1,0,0,49.0,2,20.0,1.0,0,2024
5.0,4.0,0,0,0,0,37.0,3.0,True,0.7758620689655172,0,0,1,13.0,2,20.0,37.0,0,2024
6.0,5.0,0,0,1,0,1.0,3.0,True,0.7931034482758621,0,0,1,12.0,2,20.0,1.0,0,2024
10.0,9.0,0,0,1,0,9.0,2.0,False,0.13793103448275862,1,0,0,50.0,2,20.0,9.0,0,2024
18.0,17.0,0,0,0,1,2.0,3.0,False,0.15517241379310345,1,0,0,49.0,2,20.0,2.0,0,2024
14.0,13.0,0,0,1,0,29.0,3.0,False,0.6206896551724138,0,1,0,22.0,2,20.0,29.0,1,2024
16.0,15.0,0,0,0,1,1.0,3.0,True,0.6379310344827587,0,1,0,21.0,2,20.0,1.0,1,2024
4.0,3.0,0,0,0,0,9.0,2.0,True,0.15517241379310345,1,0,0,49.0,2,20.0,9.0,0,2024
6.0,5.0,0,0,1,0,2.0,3.0,False,0.1724137931034483,1,0,0,48.0,2,20.0,2.0,0,2024
3.0,2.0,0,1,0,0,31.0,3.0,False,0.6724137931034483,0,0,1,19.0,2,20.0,31.0,1,2024
4.0,3.0,0,0,0,0,2.0,3.0,False,0.6896551724137931,0,0,1,18.0,2,20.0,2.0,1,2024
1.0,0.0,1,1,0,0,2.0,2.0,False,0.03773584905660377,1,0,0,51.0,1,21.0,2.0,0,2024
1.0,0.0,1,1,0,0,16.0,2.0,False,0.3018867924528302,1,0,0,37.0,1,21.0,16.0,1,2024
1.0,0.0,1,1,0,0,1.0,2.0,True,0.32075471698113206,1,0,0,36.0,1,21.0,1.0,1,2024
1.0,0.0,1,1,0,0,18.0,2.0,True,0.6415094339622641,0,1,0,19.0,1,21.0,18.0,1,2024
1.0,0.0,1,1,0,0,1.0,3.0,True,0.660377358490566,0,1,0,18.0,1,21.0,1.0,1,2024
2.0,1.0,0,1,0,0,2.0,2.0,False,0.03773584905660377,1,0,0,51.0,1,21.0,2.0,0,2024
2.0,1.0,0,1,0,0,15.0,2.0,False,0.2830188679245283,1,0,0,38.0,1,21.0,15.0,1,2024
2.0,1.0,0,1,0,0,1.0,2.0,True,0.3018867924528302,1,0,0,37.0,1,21.0,1.0,1,2024
2.0,1.0,0,1,0,0,18.0,2.0,True,0.6226415094339622,0,1,0,20.0,1,21.0,18.0,1,2024
2.0,1.0,0,1,0,0,1.0,3.0,True,0.6415094339622641,0,1,0,19.0,1,21.0,1.0,1,2024
4.0,3.0,0,0,0,0,1.0,2.0,True,0.03773584905660377,1,0,0,51.0,1,21.0,1.0,0,2024
3.0,2.0,0,1,0,0,14.0,2.0,True,0.2830188679245283,1,0,0,38.0,1,21.0,14.0,1,2024
3.0,2.0,0,1,0,0,2.0,2.0,False,0.3018867924528302,1,0,0,37.0,1,21.0,2.0,1,2024
1.0,0.0,1,1,0,0,22.0,2.0,False,0.6792452830188679,0,0,1,17.0,1,21.0,22.0,1,2024
2.0,1.0,0,1,0,0,1.0,3.0,True,0.6981132075471698,0,0,1,16.0,1,21.0,1.0,1,2024
8.0,7.0,0,0,1,0,1.0,2.0,True,0.03773584905660377,1,0,0,51.0,1,21.0,1.0,0,2024
2.0,1.0,0,1,0,0,25.0,2.0,True,0.49056603773584906,0,1,0,27.0,1,21.0,25.0,1,2024
4.0,3.0,0,0,0,0,1.0,3.0,True,0.5094339622641509,0,1,0,26.0,1,21.0,1.0,1,2024
3.0,2.0,0,1,0,0,2.0,2.0,False,0.03773584905660377,1,0,0,51.0,1,21.0,2.0,0,2024
3.0,2.0,0,1,0,0,11.0,2.0,False,0.20754716981132076,1,0,0,42.0,1,21.0,11.0,0,2024
4.0,3.0,0,0,0,0,1.0,3.0,True,0.22641509433962265,1,0,0,41.0,1,21.0,1.0,0,2024
4.0,3.0,0,0,0,0,15.0,3.0,True,0.49056603773584906,0,1,0,27.0,1,21.0,15.0,1,2024
5.0,4.0,0,0,0,0,1.0,3.0,True,0.5094339622641509,0,1,0,26.0,1,21.0,1.0,1,2024
5.0,4.0,0,0,0,0,2.0,1.0,False,0.03773584905660377,1,0,0,51.0,1,21.0,2.0,0,2024
4.0,3.0,0,0,0,0,13.0,1.0,False,0.24528301886792453,1,0,0,40.0,1,21.0,13.0,0,2024
5.0,4.0,0,0,0,0,1.0,2.0,True,0.2641509433962264,1,0,0,39.0,1,21.0,1.0,0,2024
4.0,3.0,0,0,0,0,20.0,2.0,True,0.6226415094339622,0,1,0,20.0,1,21.0,20.0,1,2024
4.0,3.0,0,0,0,0,1.0,3.0,True,0.6415094339622641,0,1,0,19.0,1,21.0,1.0,1,2024
9.0,8.0,0,0,1,0,1.0,3.0,True,0.03773584905660377,1,0,0,51.0,1,21.0,1.0,0,2024
6.0,5.0,0,0,1,0,21.0,3.0,True,0.41509433962264153,0,1,0,31.0,1,21.0,21.0,1,2024
7.0,6.0,0,0,1,0,1.0,3.0,True,0.4339622641509434,0,1,0,30.0,1,21.0,1.0,1,2024
6.0,5.0,0,0,1,0,15.0,3.0,True,0.6981132075471698,0,0,1,16.0,1,21.0,15.0,1,2024
5.0,4.0,0,0,0,0,2.0,2.0,False,0.7169811320754716,0,0,1,15.0,1,21.0,2.0,1,2024
6.0,5.0,0,0,1,0,2.0,2.0,False,0.03773584905660377,1,0,0,51.0,1,21.0,2.0,0,2024
6.0,5.0,0,0,1,0,12.0,2.0,False,0.22641509433962265,1,0,0,41.0,1,21.0,12.0,0,2024
6.0,5.0,0,0,1,0,1.0,3.0,True,0.24528301886792453,1,0,0,40.0,1,21.0,1.0,0,2024
5.0,4.0,0,0,0,0,20.0,3.0,True,0.6037735849056604,0,1,0,21.0,1,21.0,20.0,1,2024
6.0,5.0,0,0,1,0,1.0,3.0,True,0.6226415094339622,0,1,0,20.0,1,21.0,1.0,1,2024
7.0,6.0,0,0,1,0,1.0,3.0,True,0.03773584905660377,1,0,0,51.0,1,21.0,1.0,0,2024
8.0,7.0,0,0,1,0,22.0,3.0,True,0.4339622641509434,0,1,0,30.0,1,21.0,22.0,1,2024
8.0,7.0,0,0,1,0,1.0,3.0,True,0.4528301886792453,0,1,0,29.0,1,21.0,1.0,1,2024
6.0,5.0,0,0,1,0,16.0,3.0,True,0.7358490566037735,0,0,1,14.0,1,21.0,16.0,1,2024
6.0,5.0,0,0,1,0,2.0,2.0,False,0.7547169811320755,0,0,1,13.0,1,21.0,2.0,0,2024
12.0,11.0,0,0,1,0,4.0,1.0,False,0.03773584905660377,1,0,0,51.0,1,21.0,4.0,0,2024
10.0,9.0,0,0,1,0,9.0,1.0,False,0.1320754716981132,1,0,0,46.0,1,21.0,9.0,0,2024
10.0,9.0,0,0,1,0,1.0,3.0,True,0.1509433962264151,1,0,0,45.0,1,21.0,1.0,0,2024
13.0,12.0,0,0,1,0,15.0,3.0,True,0.41509433962264153,0,1,0,31.0,1,21.0,15.0,1,2024
14.0,13.0,0,0,1,0,1.0,3.0,True,0.4339622641509434,0,1,0,30.0,1,21.0,1.0,1,2024
10.0,9.0,0,0,1,0,2.0,1.0,False,0.03773584905660377,1,0,0,51.0,1,21.0,2.0,0,2024
17.0,16.0,0,0,0,1,5.0,1.0,False,0.09433962264150944,1,0,0,48.0,1,21.0,5.0,0,2024
18.0,17.0,0,0,0,1,1.0,3.0,True,0.11320754716981132,1,0,0,47.0,1,21.0,1.0,0,2024
10.0,9.0,0,0,1,0,28.0,3.0,True,0.6226415094339622,0,1,0,20.0,1,21.0,28.0,1,2024
13.0,12.0,0,0,1,0,1.0,3.0,True,0.6415094339622641,0,1,0,19.0,1,21.0,1.0,1,2024
15.0,14.0,0,0,1,0,1.0,1.0,True,0.03773584905660377,1,0,0,51.0,1,21.0,1.0,0,2024
10.0,9.0,0,0,1,0,11.0,1.0,True,0.22641509433962265,1,0,0,41.0,1,21.0,11.0,0,2024
10.0,9.0,0,0,1,0,1.0,2.0,True,0.24528301886792453,1,0,0,40.0,1,21.0,1.0,0,2024
14.0,13.0,0,0,1,0,10.0,2.0,True,0.41509433962264153,0,1,0,31.0,1,21.0,10.0,1,2024
15.0,14.0,0,0,1,0,1.0,3.0,True,0.4339622641509434,0,1,0,30.0,1,21.0,1.0,1,2024
11.0,10.0,0,0,1,0,12.0,3.0,True,0.6415094339622641,0,1,0,19.0,1,21.0,12.0,1,2024
11.0,10.0,0,0,1,0,1.0,1.0,True,0.660377358490566,0,1,0,18.0,1,21.0,1.0,1,2024
16.0,15.0,0,0,0,1,1.0,2.0,True,0.03773584905660377,1,0,0,51.0,1,21.0,1.0,0,2024
10.0,9.0,0,0,1,0,21.0,2.0,True,0.41509433962264153,0,1,0,31.0,1,21.0,21.0,1,2024
10.0,9.0,0,0,1,0,1.0,3.0,True,0.4339622641509434,0,1,0,30.0,1,21.0,1.0,1,2024
11.0,10.0,0,0,1,0,2.0,1.0,False,0.03773584905660377,1,0,0,51.0,1,21.0,2.0,0,2024
11.0,10.0,0,0,1,0,6.0,1.0,False,0.11320754716981132,1,0,0,47.0,1,21.0,6.0,0,2024
12.0,11.0,0,0,1,0,1.0,3.0,True,0.1320754716981132,1,0,0,46.0,1,21.0,1.0,0,2024
11.0,10.0,0,0,1,0,16.0,3.0,True,0.41509433962264153,0,1,0,31.0,1,21.0,16.0,1,2024
11.0,10.0,0,0,1,0,1.0,3.0,True,0.4339622641509434,0,1,0,30.0,1,21.0,1.0,1,2024
13.0,12.0,0,0,1,0,1.0,3.0,True,0.03773584905660377,1,0,0,51.0,1,21.0,1.0,0,2024
16.0,15.0,0,0,0,1,18.0,3.0,True,0.3584905660377358,0,1,0,34.0,1,21.0,18.0,1,2024
16.0,15.0,0,0,0,1,1.0,3.0,True,0.37735849056603776,0,1,0,33.0,1,21.0,1.0,1,2024
16.0,15.0,0,0,0,1,14.0,3.0,True,0.6226415094339622,0,1,0,20.0,1,21.0,14.0,1,2024
16.0,15.0,0,0,0,1,1.0,2.0,True,0.6415094339622641,0,1,0,19.0,1,21.0,1.0,1,2024
14.0,13.0,0,0,1,0,1.0,3.0,True,0.03773584905660377,1,0,0,51.0,1,21.0,1.0,0,2024
17.0,16.0,0,0,0,1,15.0,3.0,True,0.3018867924528302,1,0,0,37.0,1,21.0,15.0,1,2024
17.0,16.0,0,0,0,1,1.0,2.0,True,0.32075471698113206,1,0,0,36.0,1,21.0,1.0,1,2024
17.0,16.0,0,0,0,1,16.0,2.0,True,0.6037735849056604,0,1,0,21.0,1,21.0,16.0,1,2024
17.0,16.0,0,0,0,1,1.0,3.0,True,0.6226415094339622,0,1,0,20.0,1,21.0,1.0,1,2024
17.0,16.0,0,0,0,1,1.0,3.0,True,0.03773584905660377,1,0,0,51.0,1,21.0,1.0,0,2024
12.0,11.0,0,0,1,0,21.0,3.0,True,0.41509433962264153,0,1,0,31.0,1,21.0,21.0,1,2024
12.0,11.0,0,0,1,0,1.0,3.0,True,0.4339622641509434,0,1,0,30.0,1,21.0,1.0,1,2024
15.0,14.0,0,0,1,0,12.0,3.0,True,0.6415094339622641,0,1,0,19.0,1,21.0,12.0,1,2024
14.0,13.0,0,0,1,0,1.0,2.0,True,0.660377358490566,0,1,0,18.0,1,21.0,1.0,1,2024
15.0,14.0,0,0,1,0,7.0,2.0,True,0.7735849056603774,0,0,1,12.0,1,21.0,7.0,0,2024
17.0,16.0,0,0,0,1,1.0,1.0,True,0.7924528301886793,0,0,1,11.0,1,21.0,1.0,0,2024
18.0,17.0,0,0,0,1,1.0,1.0,True,0.03773584905660377,1,0,0,51.0,1,21.0,1.0,0,2024
1.0,0.0,1,1,0,0,13.0,2.0,True,0.23214285714285715,1,0,0,43.0,3,21.0,13.0,0,2024
1.0,0.0,1,1,0,0,1.0,3.0,True,0.25,1,0,0,42.0,3,21.0,1.0,0,2024
9.0,8.0,0,0,1,0,11.0,2.0,True,0.19642857142857142,1,0,0,45.0,3,21.0,11.0,0,2024
11.0,10.0,0,0,1,0,1.0,3.0,True,0.21428571428571427,1,0,0,44.0,3,21.0,1.0,0,2024
13.0,12.0,0,0,1,0,15.0,3.0,True,0.6785714285714286,0,0,1,18.0,3,21.0,15.0,1,2024
16.0,15.0,0,0,0,1,1.0,2.0,True,0.6964285714285714,0,0,1,17.0,3,21.0,1.0,1,2024
2.0,1.0,0,1,0,0,13.0,2.0,True,0.23214285714285715,1,0,0,43.0,3,21.0,13.0,0,2024
3.0,2.0,0,1,0,0,1.0,3.0,True,0.25,1,0,0,42.0,3,21.0,1.0,0,2024
4.0,3.0,0,0,0,0,11.0,2.0,True,0.19642857142857142,1,0,0,45.0,3,21.0,11.0,0,2024
7.0,6.0,0,0,1,0,1.0,3.0,True,0.21428571428571427,1,0,0,44.0,3,21.0,1.0,0,2024
5.0,4.0,0,0,0,0,20.0,1.0,True,0.7678571428571429,0,0,1,13.0,3,21.0,20.0,0,2024
7.0,6.0,0,0,1,0,1.0,2.0,True,0.7857142857142857,0,0,1,12.0,3,21.0,1.0,0,2024
9.0,8.0,0,0,1,0,9.0,1.0,True,0.16071428571428573,1,0,0,47.0,3,21.0,9.0,0,2024
9.0,8.0,0,0,1,0,1.0,2.0,True,0.17857142857142858,1,0,0,46.0,3,21.0,1.0,0,2024
16.0,15.0,0,0,0,1,9.0,2.0,True,0.625,0,1,0,21.0,3,21.0,9.0,1,2024
17.0,16.0,0,0,0,1,6.0,3.0,False,0.6428571428571429,0,1,0,20.0,3,21.0,6.0,1,2024
12.0,11.0,0,0,1,0,12.0,1.0,True,0.21428571428571427,1,0,0,44.0,3,21.0,12.0,0,2024
12.0,11.0,0,0,1,0,1.0,2.0,True,0.23214285714285715,1,0,0,43.0,3,21.0,1.0,0,2024
16.0,15.0,0,0,0,1,8.0,1.0,True,0.14285714285714285,1,0,0,48.0,3,21.0,8.0,0,2024
19.0,18.0,0,0,0,1,1.0,2.0,True,0.16071428571428573,1,0,0,47.0,3,21.0,1.0,0,2024
12.0,11.0,0,0,1,0,9.0,2.0,True,0.16071428571428573,1,0,0,47.0,3,21.0,9.0,0,2024
14.0,13.0,0,0,1,0,1.0,2.0,True,0.17857142857142858,1,0,0,46.0,3,21.0,1.0,0,2024
19.0,18.0,0,0,0,1,8.0,2.0,True,0.14285714285714285,1,0,0,48.0,3,21.0,8.0,0,2024
20.0,19.0,0,0,0,1,1.0,3.0,True,0.16071428571428573,1,0,0,47.0,3,21.0,1.0,0,2024
13.0,12.0,0,0,1,0,17.0,3.0,True,0.7142857142857143,0,0,1,16.0,3,21.0,17.0,1,2024
15.0,14.0,0,0,1,0,1.0,1.0,True,0.7321428571428571,0,0,1,15.0,3,21.0,1.0,1,2024
11.0,10.0,0,0,1,0,8.0,2.0,True,0.14285714285714285,1,0,0,48.0,3,21.0,8.0,0,2024
15.0,14.0,0,0,1,0,1.0,3.0,True,0.16071428571428573,1,0,0,47.0,3,21.0,1.0,0,2024
7.0,6.0,0,0,1,0,14.0,2.0,True,0.25,1,0,0,42.0,3,21.0,14.0,0,2024
9.0,8.0,0,0,1,0,1.0,2.0,True,0.26785714285714285,1,0,0,41.0,3,21.0,1.0,1,2024
11.0,10.0,0,0,1,0,9.0,2.0,True,0.16071428571428573,1,0,0,47.0,3,21.0,9.0,0,2024
13.0,12.0,0,0,1,0,1.0,3.0,True,0.17857142857142858,1,0,0,46.0,3,21.0,1.0,0,2024
16.0,15.0,0,0,0,1,9.0,1.0,True,0.16071428571428573,1,0,0,47.0,3,21.0,9.0,0,2024
17.0,16.0,0,0,0,1,1.0,2.0,True,0.17857142857142858,1,0,0,46.0,3,21.0,1.0,0,2024
7.0,6.0,0,0,1,0,11.0,2.0,True,0.19642857142857142,1,0,0,45.0,3,21.0,11.0,0,2024
8.0,7.0,0,0,1,0,1.0,2.0,True,0.21428571428571427,1,0,0,44.0,3,21.0,1.0,0,2024
10.0,9.0,0,0,1,0,9.0,2.0,True,0.16071428571428573,1,0,0,47.0,3,21.0,9.0,0,2024
11.0,10.0,0,0,1,0,1.0,3.0,True,0.17857142857142858,1,0,0,46.0,3,21.0,1.0,0,2024
4.0,3.0,0,0,0,0,16.0,2.0,True,0.2857142857142857,1,0,0,40.0,3,21.0,16.0,1,2024
6.0,5.0,0,0,1,0,2.0,2.0,False,0.30357142857142855,1,0,0,39.0,3,21.0,2.0,1,2024
2.0,1.0,0,1,0,0,1.0,3.0,True,0.42105263157894735,0,1,0,33.0,2,18.0,1.0,1,2024
11.0,10.0,0,0,1,0,12.0,2.0,True,0.21052631578947367,1,0,0,45.0,2,18.0,12.0,0,2024
14.0,13.0,0,0,1,0,1.0,3.0,True,0.22807017543859648,1,0,0,44.0,2,18.0,1.0,0,2024
5.0,4.0,0,0,0,0,17.0,2.0,True,0.2982456140350877,1,0,0,40.0,2,18.0,17.0,1,2024
6.0,5.0,0,0,1,0,1.0,3.0,True,0.3157894736842105,1,0,0,39.0,2,18.0,1.0,1,2024
3.0,2.0,0,1,0,0,19.0,2.0,True,0.3333333333333333,0,1,0,38.0,2,18.0,19.0,1,2024
4.0,3.0,0,0,0,0,1.0,3.0,True,0.3508771929824561,0,1,0,37.0,2,18.0,1.0,1,2024
11.0,10.0,0,0,1,0,12.0,2.0,False,0.19298245614035087,1,0,0,46.0,2,18.0,12.0,0,2024
14.0,13.0,0,0,1,0,2.0,3.0,False,0.21052631578947367,1,0,0,45.0,2,18.0,2.0,0,2024
15.0,14.0,0,0,1,0,11.0,2.0,True,0.19298245614035087,1,0,0,46.0,2,18.0,11.0,0,2024
16.0,15.0,0,0,0,1,1.0,3.0,True,0.21052631578947367,1,0,0,45.0,2,18.0,1.0,0,2024
14.0,13.0,0,0,1,0,10.0,2.0,True,0.17543859649122806,1,0,0,47.0,2,18.0,10.0,0,2024
18.0,17.0,0,0,0,1,1.0,3.0,True,0.19298245614035087,1,0,0,46.0,2,18.0,1.0,0,2024
15.0,14.0,0,0,1,0,43.0,3.0,True,0.9298245614035088,0,0,1,4.0,2,18.0,43.0,0,2024
19.0,18.0,0,0,0,1,1.0,1.0,True,0.9473684210526315,0,0,1,3.0,2,18.0,1.0,0,2024
8.0,7.0,0,0,1,0,12.0,2.0,True,0.21052631578947367,1,0,0,45.0,2,18.0,12.0,0,2024
12.0,11.0,0,0,1,0,1.0,3.0,True,0.22807017543859648,1,0,0,44.0,2,18.0,1.0,0,2024
17.0,16.0,0,0,0,1,11.0,1.0,True,0.19298245614035087,1,0,0,46.0,2,18.0,11.0,0,2024
19.0,18.0,0,0,0,1,1.0,3.0,True,0.21052631578947367,1,0,0,45.0,2,18.0,1.0,0,2024
5.0,4.0,0,0,0,0,13.0,3.0,True,0.7017543859649122,0,0,1,17.0,2,18.0,13.0,1,2024
11.0,10.0,0,0,1,0,7.0,2.0,False,0.7192982456140351,0,0,1,16.0,2,18.0,7.0,1,2024
1.0,0.0,1,1,0,0,24.0,2.0,True,0.38095238095238093,0,1,0,39.0,1,18.0,24.0,1,2024
1.0,0.0,1,1,0,0,1.0,3.0,True,0.3968253968253968,0,1,0,38.0,1,18.0,1.0,1,2024
2.0,1.0,0,1,0,0,22.0,2.0,True,0.3492063492063492,0,1,0,41.0,1,18.0,22.0,1,2024
3.0,2.0,0,1,0,0,2.0,3.0,False,0.36507936507936506,0,1,0,40.0,1,18.0,2.0,1,2024
2.0,1.0,0,1,0,0,25.0,2.0,True,0.3968253968253968,0,1,0,38.0,1,18.0,25.0,1,2024
2.0,1.0,0,1,0,0,1.0,3.0,True,0.4126984126984127,0,1,0,37.0,1,18.0,1.0,1,2024
5.0,4.0,0,0,0,0,23.0,2.0,True,0.36507936507936506,0,1,0,40.0,1,18.0,23.0,1,2024
4.0,3.0,0,0,0,0,2.0,3.0,False,0.38095238095238093,0,1,0,39.0,1,18.0,2.0,1,2024
1.0,0.0,1,1,0,0,27.0,2.0,True,0.42857142857142855,0,1,0,36.0,1,18.0,27.0,1,2024
1.0,0.0,1,1,0,0,1.0,3.0,True,0.4444444444444444,0,1,0,35.0,1,18.0,1.0,1,2024
2.0,1.0,0,1,0,0,27.0,2.0,True,0.42857142857142855,0,1,0,36.0,1,18.0,27.0,1,2024
3.0,2.0,0,1,0,0,1.0,3.0,True,0.4444444444444444,0,1,0,35.0,1,18.0,1.0,1,2024
6.0,5.0,0,0,1,0,21.0,2.0,True,0.3333333333333333,0,1,0,42.0,1,18.0,21.0,1,2024
7.0,6.0,0,0,1,0,1.0,3.0,True,0.3492063492063492,0,1,0,41.0,1,18.0,1.0,1,2024
6.0,5.0,0,0,1,0,31.0,3.0,True,0.8253968253968254,0,0,1,11.0,1,18.0,31.0,0,2024
7.0,6.0,0,0,1,0,3.0,2.0,False,0.8412698412698413,0,0,1,10.0,1,18.0,3.0,0,2024
7.0,6.0,0,0,1,0,37.0,3.0,True,0.5873015873015873,0,1,0,26.0,1,18.0,37.0,1,2024
8.0,7.0,0,0,1,0,1.0,2.0,True,0.6031746031746031,0,1,0,25.0,1,18.0,1.0,1,2024
9.0,8.0,0,0,1,0,38.0,2.0,False,0.5873015873015873,0,1,0,26.0,1,18.0,38.0,1,2024
9.0,8.0,0,0,1,0,2.0,3.0,False,0.6031746031746031,0,1,0,25.0,1,18.0,2.0,1,2024
9.0,8.0,0,0,1,0,12.0,2.0,True,0.19047619047619047,1,0,0,51.0,1,18.0,12.0,0,2024
11.0,10.0,0,0,1,0,1.0,3.0,True,0.20634920634920634,1,0,0,50.0,1,18.0,1.0,0,2024
8.0,7.0,0,0,1,0,13.0,2.0,True,0.20634920634920634,1,0,0,50.0,1,18.0,13.0,0,2024
9.0,8.0,0,0,1,0,1.0,3.0,True,0.2222222222222222,1,0,0,49.0,1,18.0,1.0,0,2024
10.0,9.0,0,0,1,0,37.0,2.0,True,0.5873015873015873,0,1,0,26.0,1,18.0,37.0,1,2024
12.0,11.0,0,0,1,0,1.0,3.0,True,0.6031746031746031,0,1,0,25.0,1,18.0,1.0,1,2024
11.0,10.0,0,0,1,0,11.0,2.0,True,0.1746031746031746,1,0,0,52.0,1,18.0,11.0,0,2024
13.0,12.0,0,0,1,0,1.0,3.0,True,0.19047619047619047,1,0,0,51.0,1,18.0,1.0,0,2024
10.0,9.0,0,0,1,0,25.0,2.0,True,0.3968253968253968,0,1,0,38.0,1,18.0,25.0,1,2024
11.0,10.0,0,0,1,0,1.0,3.0,True,0.4126984126984127,0,1,0,37.0,1,18.0,1.0,1,2024
11.0,10.0,0,0,1,0,33.0,3.0,True,0.5238095238095238,0,1,0,30.0,1,18.0,33.0,1,2024
14.0,13.0,0,0,1,0,1.0,2.0,True,0.5396825396825397,0,1,0,29.0,1,18.0,1.0,1,2024
15.0,14.0,0,0,1,0,8.0,1.0,True,0.12698412698412698,1,0,0,55.0,1,18.0,8.0,0,2024
18.0,17.0,0,0,0,1,1.0,3.0,True,0.14285714285714285,1,0,0,54.0,1,18.0,1.0,0,2024
16.0,15.0,0,0,0,1,22.0,3.0,True,0.47619047619047616,0,1,0,33.0,1,18.0,22.0,1,2024
17.0,16.0,0,0,0,1,1.0,2.0,True,0.49206349206349204,0,1,0,32.0,1,18.0,1.0,1,2024
14.0,13.0,0,0,1,0,31.0,3.0,True,0.49206349206349204,0,1,0,32.0,1,18.0,31.0,1,2024
16.0,15.0,0,0,0,1,1.0,2.0,True,0.5079365079365079,0,1,0,31.0,1,18.0,1.0,1,2024
17.0,16.0,0,0,0,1,8.0,2.0,True,0.12698412698412698,1,0,0,55.0,1,18.0,8.0,0,2024
19.0,18.0,0,0,0,1,1.0,3.0,True,0.14285714285714285,1,0,0,54.0,1,18.0,1.0,0,2024
20.0,19.0,0,0,0,1,7.0,1.0,True,0.1111111111111111,1,0,0,56.0,1,18.0,7.0,0,2024
20.0,19.0,0,0,0,1,2.0,3.0,False,0.12698412698412698,1,0,0,55.0,1,18.0,2.0,0,2024
15.0,14.0,0,0,1,0,34.0,3.0,False,0.6349206349206349,0,1,0,23.0,1,18.0,34.0,1,2024
15.0,14.0,0,0,1,0,2.0,2.0,False,0.6507936507936508,0,1,0,22.0,1,18.0,2.0,1,2024
14.0,13.0,0,0,1,0,8.0,2.0,True,0.12698412698412698,1,0,0,55.0,1,18.0,8.0,0,2024
15.0,14.0,0,0,1,0,1.0,3.0,True,0.14285714285714285,1,0,0,54.0,1,18.0,1.0,0,2024
20.0,19.0,0,0,0,1,1.0,2.0,False,0.15873015873015872,1,0,0,53.0,1,18.0,1.0,0,2024
20.0,19.0,0,0,0,1,14.0,2.0,False,0.36507936507936506,0,1,0,40.0,1,18.0,14.0,1,2024
20.0,19.0,0,0,0,1,15.0,2.0,False,0.38095238095238093,0,1,0,39.0,1,18.0,15.0,1,2024
20.0,19.0,0,0,0,1,19.0,2.0,False,0.4444444444444444,0,1,0,35.0,1,18.0,19.0,1,2024
20.0,19.0,0,0,0,1,9.0,2.0,False,0.4603174603174603,0,1,0,34.0,1,18.0,9.0,1,2024
6.0,5.0,0,0,1,0,51.0,2.0,True,0.6666666666666666,0,1,0,26.0,0,18.0,51.0,1,2024
6.0,5.0,0,0,1,0,2.0,3.0,False,0.6794871794871795,0,0,1,25.0,0,18.0,2.0,1,2024
7.0,6.0,0,0,1,0,50.0,2.0,True,0.6538461538461539,0,1,0,27.0,0,18.0,50.0,1,2024
7.0,6.0,0,0,1,0,2.0,3.0,False,0.6666666666666666,0,1,0,26.0,0,18.0,2.0,1,2024
14.0,13.0,0,0,1,0,14.0,2.0,True,0.19230769230769232,1,0,0,63.0,0,18.0,14.0,1,2024
16.0,15.0,0,0,0,1,2.0,3.0,False,0.20512820512820512,1,0,0,62.0,0,18.0,2.0,1,2024
11.0,10.0,0,0,1,0,42.0,2.0,False,0.5384615384615384,0,1,0,36.0,0,18.0,42.0,1,2024
